artist,ontour,listeners,playcount
Armin van Buuren,1,1618261,56309773
Armin van Buuren,1,1618261,56309773
Armin van Buuren,1,1618261,56309773
Armin van Buuren,1,1618261,56309773
Calvin Harris,1,4329344,165974581
Dimitri Vegas & Like Mike,1,720606,10122522
Don Diablo,1,614784,9299382
KSHMR,1,318385,5407595
Marshmello,1,2154976,55892768
Don Diablo,1,614784,9299382
Martin Garrix,1,1805075,42306976
Eli & Fur,0,172193,1968525
Martin Garrix,1,1805075,42306976
Lane 8,1,337546,7848070
Martin Garrix,1,1805075,42306976
Nicky Romero,1,478232,4541628
R3HAB,1,851800,14213423
Hardwell,1,697479,15157834
Martin Garrix,1,1805075,42306976
Dimitri Vegas & Like Mike,1,720606,10122522
R3HAB,1,851800,14213423
DubVision,1,242181,2075728
Dimitri Vegas & Like Mike,1,720606,10122522
Calvin Harris,1,4329344,165974581
Yves V,0,272036,2667666
KSHMR,1,318385,5407595
Alexander Popov,0,109222,1262813
Curbi,0,187777,2362318
Afrojack,1,850458,9116887
Dimitri Vegas & Like Mike,1,720606,10122522
Laidback Luke,0,376211,2348131
Dimitri Vegas & Like Mike,1,720606,10122522
Maurice West,0,35190,245200
Sunnery James & Ryan Marciano,0,95429,529585
Marshmello,1,2154976,55892768
Dimitri Vegas & Like Mike,1,720606,10122522
Afrojack,1,850458,9116887
Swedish House Mafia,0,2369568,43491851
Marshmello,1,2154976,55892768
Marshmello,1,2154976,55892768
Martin Garrix,1,1805075,42306976
Calvin Harris,1,4329344,165974581
Eli & Fur,0,172193,1968525
Lane 8,1,337546,7848070
Martin Garrix,1,1805075,42306976
KSHMR,1,318385,5407595
Calvin Harris,1,4329344,165974581
Hardwell,1,697479,15157834
Mike Williams,1,189892,2562655
R3HAB,1,851800,14213423
Martin Garrix,1,1805075,42306976
MOTi,0,223723,2316343
Hardwell,1,697479,15157834
Yves V,0,272036,2667666
KSHMR,1,318385,5407595
Martin Garrix,1,1805075,42306976
Swedish House Mafia,0,2369568,43491851
Audien,1,315701,4142655
Mike Williams,1,189892,2562655
Dimitri Vegas & Like Mike,1,720606,10122522
KSHMR,1,318385,5407595
DubVision,1,242181,2075728
Martin Garrix,1,1805075,42306976
Armin van Buuren,1,1618261,56309773
Richard Durand,1,132948,1506185
NWYR,0,63946,556359
Nicky Romero,1,478232,4541628
Ferry Corsten,1,676668,9634364
Deorro,0,800195,8526041
Kaskade,1,1035697,18747209
Martin Garrix,1,1805075,42306976
Sander van Doorn,0,415697,3801776
CamelPhat,1,500593,6237225
R3HAB,1,851800,14213423
Martin Garrix,1,1805075,42306976
Dirty South,0,317667,2173286
Martin Garrix,1,1805075,42306976
Oliver Heldens,0,633489,8434403
Martin Garrix,1,1805075,42306976
R3HAB,1,851800,14213423
Nicky Romero,1,478232,4541628
Calvin Harris,1,4329344,165974581
KSHMR,1,318385,5407595
MOTi,0,223723,2316343
Deficio,0,16885,90882
Marshmello,1,2154976,55892768
Andrew Rayel,0,174175,2710999
Hardwell,1,697479,15157834
KSHMR,1,318385,5407595
Calvin Harris,1,4329344,165974581
KSHMR,1,318385,5407595
Dimitri Vegas & Like Mike,1,720606,10122522
Dimitri Vegas & Like Mike,1,720606,10122522
Vicetone,0,520587,8894298
ARTY,0,399751,4847121
Vicetone,0,520587,8894298
Lucas & Steve,1,240246,3023112
Dada Life,0,517832,5395191
Marshmello,1,2154976,55892768
John De Sohn,0,238315,2038955
Lane 8,1,337546,7848070
Dimitri Vegas & Like Mike,1,720606,10122522
Hardwell,1,697479,15157834
Martin Garrix,1,1805075,42306976
Brooks,0,117978,1156908
Martin Garrix,1,1805075,42306976
Marshmello,1,2154976,55892768
Marshmello,1,2154976,55892768
Duke Dumont,0,936223,12699733
Dyro,0,140727,977080
Hardwell,1,697479,15157834
Cristoph,1,120586,966960
Lane 8,1,337546,7848070
Yves V,0,272036,2667666
Oliver Heldens,0,633489,8434403
Yves V,0,272036,2667666
Calvin Harris,1,4329344,165974581
R3HAB,1,851800,14213423
Dimitri Vegas & Like Mike,1,720606,10122522
Firebeatz,0,180644,1295455
Martin Garrix,1,1805075,42306976
Yves V,0,272036,2667666
Lucas Nord,0,109556,515584
Sandro Silva,0,127398,668385
Marshmello,1,2154976,55892768
CamelPhat,1,500593,6237225
KAAZE,0,111279,1217344
Dimitri Vegas & Like Mike,1,720606,10122522
John De Sohn,0,238315,2038955
Quintino,0,213700,1644509
Lucas & Steve,1,240246,3023112
AVIRA,0,34690,220629
John Dahlbäck,0,395280,2980379
Dimitri Vegas & Like Mike,1,720606,10122522
Chuckie,0,213319,1140602
Hardwell,1,697479,15157834
Marshmello,1,2154976,55892768
R3HAB,1,851800,14213423
Martin Garrix,1,1805075,42306976
MAKJ,0,111314,619324
R3HAB,1,851800,14213423
Audien,1,315701,4142655
NERVO,1,312904,2518692
MOGUAI,1,337849,2094499
Martin Garrix,1,1805075,42306976
Calvin Harris,1,4329344,165974581
Marshmello,1,2154976,55892768
R3HAB,1,851800,14213423
Calvin Harris,1,4329344,165974581
Calvin Harris,1,4329344,165974581
Vicetone,0,520587,8894298
Curbi,0,187777,2362318
Hardwell,1,697479,15157834
Calvin Harris,1,4329344,165974581
Yves V,0,272036,2667666
Tim Berg,0,411864,3188256
Mark Sixma,0,90170,874191
KSHMR,1,318385,5407595
Omnia,0,264213,6684188
Martin Garrix,1,1805075,42306976
Mike Williams,1,189892,2562655
Bassjackers,0,228529,1994375
KSHMR,1,318385,5407595
Ilan Bluestone,1,94395,1690986
Eelke Kleijn,1,200354,1643757
Dimitri Vegas & Like Mike,1,720606,10122522
Kaskade,1,1035697,18747209
Dimitri Vangelis & Wyman,0,171368,1218267
Oliver Heldens,0,633489,8434403
Tujamo,1,304261,2943593
Martin Garrix,1,1805075,42306976
Lane 8,1,337546,7848070
R3HAB,1,851800,14213423
Brooks,0,117978,1156908
R3HAB,1,851800,14213423
Brooks,0,117978,1156908
R3HAB,1,851800,14213423
David Puentez,0,91162,599644
Hardwell,1,697479,15157834
Dzeko & Torres,0,113717,729771
DubVision,1,242181,2075728
Morgan Page,0,348918,4091259
Mike Williams,1,189892,2562655
ARTY,0,399751,4847121
Dimitri Vegas & Like Mike,1,720606,10122522
Dimitri Vegas & Like Mike,1,720606,10122522
DubVision,1,242181,2075728
Sound Quelle,0,87062,872111
Brooks,0,117978,1156908
tyDi,0,139111,1685603
Mike Williams,1,189892,2562655
Nicky Romero,1,478232,4541628
Thomas Gold,0,171827,1020763
MOTi,0,223723,2316343
Mike Williams,1,189892,2562655
KSHMR,1,318385,5407595
Lane 8,1,337546,7848070
Vicetone,0,520587,8894298
Dimitri Vegas & Like Mike,1,720606,10122522
Giuseppe Ottaviani,1,126320,1620001
Nox Vahn,0,52097,498690
Yotto,1,181018,2398847
CamelPhat,1,500593,6237225
Dimitri Vegas & Like Mike,1,720606,10122522
Dimitri Vegas & Like Mike,1,720606,10122522
Above & Beyond,1,805853,24057187
Gareth Emery,0,331764,6878540
MOTi,0,223723,2316343
Enamour,0,53197,396069
Scorz,0,40659,292749
KSHMR,1,318385,5407595
KSHMR,1,318385,5407595
Martin Garrix,1,1805075,42306976
KSHMR,1,318385,5407595
Dimitri Vegas & Like Mike,1,720606,10122522
Pierce Fulton,0,189338,1467198
Scorz,0,40659,292749
Martin Garrix,1,1805075,42306976
DubVision,1,242181,2075728
Calvin Harris,1,4329344,165974581
Tom Hangs,0,55108,232953
Sick Individuals,0,184515,1779337
Don Diablo,1,614784,9299382
NWYR,0,63946,556359
Lucas & Steve,1,240246,3023112
Ryos,0,59069,509565
Yves V,0,272036,2667666
Armin van Buuren,1,1618261,56309773
Aly & Fila,1,177677,2647079
Aly & Fila,1,177677,2647079
Above & Beyond,1,805853,24057187
Lane 8,1,337546,7848070
Afrojack,1,850458,9116887
Marshmello,1,2154976,55892768
Yves V,0,272036,2667666
KSHMR,1,318385,5407595
Sunnery James & Ryan Marciano,0,95429,529585
Audien,1,315701,4142655
Mako,0,358156,3812811
KSHMR,1,318385,5407595
Dimitri Vegas & Like Mike,1,720606,10122522
Brooks,0,117978,1156908
tyDi,0,139111,1685603
CamelPhat,1,500593,6237225
Swedish House Mafia,0,2369568,43491851
Martin Garrix,1,1805075,42306976
Nicky Romero,1,478232,4541628
Dash Berlin,1,421609,6284978
Shogun,1,162192,1546384
Dimitri Vegas & Like Mike,1,720606,10122522
Oliver Heldens,0,633489,8434403
ARTY,0,399751,4847121
Quintino,0,213700,1644509
BT,0,616222,10932356
R3HAB,1,851800,14213423
Cristoph,1,120586,966960
CamelPhat,1,500593,6237225
Borgeous,0,188330,1638134
ALPHA 9,0,95281,1104499
Firebeatz,0,180644,1295455
Dimitri Vegas & Like Mike,1,720606,10122522
Borgeous,0,188330,1638134
MOTi,0,223723,2316343
Braxton,0,42399,352522
Hardwell,1,697479,15157834
Lucas & Steve,1,240246,3023112
Brooks,0,117978,1156908
KSHMR,1,318385,5407595
Thomas Gold,0,171827,1020763
Bassjackers,0,228529,1994375
Trilucid,0,47119,412950
Hardwell,1,697479,15157834
Scorz,0,40659,292749
Yves V,0,272036,2667666
Lucas & Steve,1,240246,3023112
Dimitri Vegas & Like Mike,1,720606,10122522
Hardwell,1,697479,15157834
ARTY,0,399751,4847121
ARTY,0,399751,4847121
Swedish House Mafia,0,2369568,43491851
Deorro,0,800195,8526041
Steve Brian,0,80336,609009
Deniz Koyu,0,117800,570893
Dimitri Vegas & Like Mike,1,720606,10122522
R3HAB,1,851800,14213423
Dimitri Vegas & Like Mike,1,720606,10122522
Dimitri Vegas & Like Mike,1,720606,10122522
Brooks,0,117978,1156908
Don Diablo,1,614784,9299382
Swedish House Mafia,0,2369568,43491851
Yves V,0,272036,2667666
Lane 8,1,337546,7848070
Yves V,0,272036,2667666
Bassjackers,0,228529,1994375
R3HAB,1,851800,14213423
Ryos,0,59069,509565
Paris Blohm,0,76848,558910
NERVO,1,312904,2518692
Hardwell,1,697479,15157834
Tujamo,1,304261,2943593
Nicky Romero,1,478232,4541628
Massane,0,55762,582437
Massane,0,55762,582437
Otto Knows,0,485099,3756083
Yves V,0,272036,2667666
Gareth Emery,0,331764,6878540
Lucas & Steve,1,240246,3023112
Lucas & Steve,1,240246,3023112
KAAZE,0,111279,1217344
Mike Williams,1,189892,2562655
Dash Berlin,1,421609,6284978
Orjan Nilsen,0,219354,2952884
R3HAB,1,851800,14213423
Martin Garrix,1,1805075,42306976
Nicky Romero,1,478232,4541628
Hardwell,1,697479,15157834
Borgeous,0,188330,1638134
Kapes,0,423,932
Borgeous,0,188330,1638134
Sebjak,0,56249,237483
Martin Garrix,1,1805075,42306976
Matt Nash,0,103660,675279
Otto Knows,0,485099,3756083
Lane 8,1,337546,7848070
Calvin Harris,1,4329344,165974581
Hardwell,1,697479,15157834
ARTY,0,399751,4847121
Matisse & Sadko,1,128055,1115539
Dimitri Vegas & Like Mike,1,720606,10122522
Audien,1,315701,4142655
KAAZE,0,111279,1217344
Morgan Page,0,348918,4091259
Lucas & Steve,1,240246,3023112
KSHMR,1,318385,5407595
Estiva,0,96371,1100224
Solarstone,1,123491,1829942
DVBBS,0,568291,5742098
Dimitri Vegas & Like Mike,1,720606,10122522
R3HAB,1,851800,14213423
Calvin Harris,1,4329344,165974581
R3HAB,1,851800,14213423
Cristoph,1,120586,966960
ANUQRAM,0,16400,134944
R3HAB,1,851800,14213423
Tujamo,1,304261,2943593
Martin Garrix,1,1805075,42306976
Dimitri Vegas & Like Mike,1,720606,10122522
Don Diablo,1,614784,9299382
Dimitri Vegas & Like Mike,1,720606,10122522
DVBBS,0,568291,5742098
Lane 8,1,337546,7848070
LTN,0,76722,753380
Otto Knows,0,485099,3756083
Bassjackers,0,228529,1994375
Bingo Players,0,590927,4405657
Kaskade,1,1035697,18747209
Denzal Park,0,38179,154734
Kura,0,79522,687475
KSHMR,1,318385,5407595
Curbi,0,187777,2362318
Braxton,0,42399,352522
Marsh,0,89813,1325550
Firebeatz,0,180644,1295455
Ferry Corsten,1,676668,9634364
Above & Beyond,1,805853,24057187
Swedish House Mafia,0,2369568,43491851
Austin Leeds,0,12946,41826
Jerome Isma-Ae,0,151664,878360
deadmau5,1,1978291,69568393
Dimitri Vegas & Like Mike,1,720606,10122522
Spencer Brown,1,64244,911119
Marshmello,1,2154976,55892768
Afrojack,1,850458,9116887
Jay Hardway,0,107019,954827
Afrojack,1,850458,9116887
Steve Angello,1,513458,3399085
Cubicolor,0,169660,1570875
Mike Williams,1,189892,2562655
twoloud,0,98630,625123
Julian Calor,0,111285,1058069
Armin van Buuren,1,1618261,56309773
Lush & Simon,0,56244,253205
Dimitri Vegas & Like Mike,1,720606,10122522
Curbi,0,187777,2362318
Above & Beyond,1,805853,24057187
Eelke Kleijn,1,200354,1643757
Dannic,0,109169,722663
Tujamo,1,304261,2943593
Sick Individuals,0,184515,1779337
JODA,0,34326,377397
Tom Swoon,0,83475,525496
Braxton,0,42399,352522
Nox Vahn,0,52097,498690
Mat Zo,0,304120,3862616
JODA,0,34326,377397
Mat Zo,0,304120,3862616
Simon Doty,0,31434,334317
Mat Zo,0,304120,3862616
Grum,0,233995,3184864
Grum,0,233995,3184864
Andrew Bayer,0,180610,2783965
Dosem,0,75515,626854
Grum,0,233995,3184864
Robbie Rivera,0,242062,1190859
Robbie Rivera,0,242062,1190859
Dash Berlin,1,421609,6284978
Oliver Heldens,0,633489,8434403
Borgeous,0,188330,1638134
Marshmello,1,2154976,55892768
Hardwell,1,697479,15157834
Hardwell,1,697479,15157834
Don Diablo,1,614784,9299382
Jack Back,0,151616,804132
Martin Garrix,1,1805075,42306976
Hardwell,1,697479,15157834
AVIRA,0,34690,220629
Calvin Harris,1,4329344,165974581
Armin van Buuren,1,1618261,56309773
Don Diablo,1,614784,9299382
Mike Williams,1,189892,2562655
Bassjackers,0,228529,1994375
Sick Individuals,0,184515,1779337
Marshmello,1,2154976,55892768
Gareth Emery,0,331764,6878540
Sick Individuals,0,184515,1779337
Andrew Bayer,0,180610,2783965
Above & Beyond,1,805853,24057187
Albin Myers,0,87788,623075
Above & Beyond,1,805853,24057187
Matisse & Sadko,1,128055,1115539
Futuristic Polar Bears,0,27916,115361
Pink Floyd,0,4740800,489125889
The Doors,0,4257290,189934104
The Beach Boys,1,3701181,130197488
The Beach Boys,1,3701181,130197488
Cem Karaca,0,119823,3396485
Rana Alagöz,0,18387,124345
Jim Morrison,0,421314,4437126
The Velvet Underground,0,2899993,111102345
Mavi Işıklar,0,31561,353548
Lou Reed,0,2103271,45245253
Kamuran Akkor,0,44325,526068
Barış Manço,0,143279,4304310
The Lovin' Spoonful,0,986181,8168064
Cem Karaca,0,119823,3396485
Navicula,0,5998,146169
Os Mutantes,0,574530,15953239
Jim Morrison,0,421314,4437126
Pond,0,541472,12661338
Shocking Blue,0,512077,5933464
Selda Bağcan,0,71730,1271484
Şençalar Kardeşler,0,2523,7145
Mojo Nixon,0,49762,471281
Funkadelic,0,931153,15920434
Klaatu,0,120099,1465462
Selda Bağcan,0,71730,1271484
Tiger Army,0,225710,7829683
Faces,0,711663,7262660
Spiritualized,1,891113,23159993
Ramona,1,99589,1507153
Love,0,857090,14022462
Beyaz Kelebekler,0,10271,40314
The Brian Jonestown Massacre,1,787900,29677397
Grinspoon,0,134445,2454815
Rare Earth,0,224624,1269184
The Flying Burrito Brothers,0,306349,3517164
Low,0,957539,29416123
Lunatic Soul,0,166868,5756393
The Byrds,0,1437279,21150929
Ersen ve Dadaşlar,0,10418,52154
Fred Neil,0,174460,1591345
CAN,0,742563,19167369
The Guess Who,0,719136,6343181
Replikas,0,55289,1006722
Cem Karaca,0,119823,3396485
Emitt Rhodes,0,258546,2427473
Dungen,0,284732,5923950
Uriah Heep,1,743296,14548532
Erkut Taçkın,0,21297,154614
Tim Buckley,0,582646,9216968
The Hillbilly Moon Explosion,0,86547,1587172
Grateful Dead,0,1303909,56627321
Man,0,32192,292086
Syd Barrett,0,674673,12425731
Jimmy Carter and Dallas County Green,0,23965,147338
Sly & The Family Stone,0,1210418,16351725
Perfume Genius,1,817102,26765052
Tomberlin,0,209618,2401692
Ramona,1,99589,1507153
The West Coast Pop Art Experimental Band,0,281126,2745199
Kramp,0,15664,160880
Cem Karaca,0,119823,3396485
Modern Folk Üçlüsü,0,9258,55911
Norma Tanega,0,211735,1827571
The Reverend Horton Heat,0,75303,760659
Julian Cope,0,189393,2307787
Mike Ness,0,101643,1531914
The Avalanches,0,1227357,45562209
Selda Bağcan,0,71730,1271484
PJ Harvey,0,1958426,89337987
Vanilla Fudge,0,217965,1594319
The Avalanches,0,1227357,45562209
3 Hürel,0,31600,295054
Ramona,1,99589,1507153
Lee Rocker,0,82341,684782
Rana Alagöz,0,18387,124345
Southern Culture on the Skids,0,109833,1209018
Linda Perhacs,0,309990,4142240
Aphrodite's Child,0,267334,3769602
Sigmun,0,11225,202633
Ramona,1,99589,1507153
Fairport Convention,0,349151,5569565
Nekromantix,0,155682,4381833
La Femme,1,463871,13766513
The Atomic Bitchwax,0,131400,2172493
Hillbilly Casino,0,6372,65890
The Poppy Family,0,49041,409265
Guana Batz,0,74014,813778
Batmobile,0,113794,2027444
Texabilly Rockets,0,3752,33537
Public Service Broadcasting,1,223225,5414479
Lambchop,0,396744,7863669
Iron Butterfly,0,500381,3437433
Boogarins,1,178685,6900839
Sir Lord Baltimore,0,53272,620244
Sgt. Papers,1,11217,174062
The Klingonz,0,2445,18997
Night Moves,0,178443,1805323
Ricochets,0,20570,217212
The Polecats,0,30969,173779
Stoned Jesus,1,128610,2002473
The Beatles,0,5698111,853253507
Horisont,0,48942,1107790
Spidergawd,1,38720,716984
Tess Parks,1,77166,820429
Savoy Brown,0,159902,1289832
Courting,1,72403,1544196
Graveyard,1,238311,8665068
The Avalanches,0,1227357,45562209
Black Mountain,1,342602,6432955
Mengers,1,4851,51184
Mothership,0,38411,366567
Motorpsycho,1,144559,5172281
Parquet Courts,0,543781,22443351
The Gun Club,0,315269,5866379
Mike Ness,0,101643,1531914
blink-182,0,4334749,280044376
All Time Low,1,2176756,106839680
The All-American Rejects,0,2813709,64914000
Simple Plan,1,2407591,61231029
The Smiths,0,4266289,409447101
The Cure,0,4690623,312327765
Ramones,0,2634929,98244385
Joan Jett & the Blackhearts,0,814333,7772335
The Clash,0,3579415,125119339
Hot Chelle Rae,0,716130,7242964
Waterparks,0,556667,58133105
New Order,1,2775267,96206161
Joe Strummer,0,198342,1899045
Iggy Pop,1,2020495,37992562
All Time Low,1,2176756,106839680
All Time Low,1,2176756,106839680
Hot Chelle Rae,0,716130,7242964
3OH!3,1,1621513,40512404
Set It Off,1,624306,27074508
Athena,1,236902,4023617
Last Child,1,23686,438304
The B-52's,0,1332095,17769714
The Red Jumpsuit Apparatus,1,1423061,28736041
Simple Plan,1,2407591,61231029
Simple Plan,1,2407591,61231029
Hawk Nelson,0,229730,4165321
Boys Like Girls,1,1403463,28526202
Dropkick Murphys,0,1299663,52827281
Echo & the Bunnymen,0,1511666,29487240
The Stranglers,1,1246348,17998717
The Jam,0,1134697,21421038
Flogging Molly,0,943953,36108149
FM Static,0,214671,3978875
The Minds Of 99,0,40312,1810735
Last Child,1,23686,438304
Tronic,1,28665,1098388
Anberlin,1,1027658,43808671
Attaque 77,0,142841,3457274
The Mighty Mighty Bosstones,0,698481,11949922
GUFI,1,25057,604852
Rybičky 48,0,9150,405366
Tři Sestry,1,24121,2295735
Waterparks,0,556667,58133105
Simple Plan,1,2407591,61231029
Endank Soekamti,0,12613,285340
El Bordo,0,14565,227821
Árbol,0,51807,836504
Os Replicantes,0,44387,825124
GIT,0,61853,574797
Pornofilmy,1,31541,809418
Plain White T's,1,2201199,31951833
Set It Off,1,624306,27074508
Architecture In Helsinki,0,973923,25663865
NTRL,0,4235,79519
Super Ratones,0,4718,32485
Klamydia,1,87183,7025198
Chingadazo de Kung Fu,0,14860,396872
Los Peores De Chile,1,8574,103700
La Floripondio,0,18588,400868
Oslo Ess,0,27117,791735
2 minutos,1,65277,2205226
Bulldog,0,9764,227940
The Psychedelic Furs,1,1099237,13661877
Korol i Shut,0,46017,1499016
The Wrecks,1,281546,7877184
Hilera,0,7656,59529
Comunidade Nin-jitsu,0,22160,504878
Rybičky 48,0,9150,405366
Rocket Rockers,1,19050,691472
Massacre,1,95010,2495216
O Surto,0,117602,1156419
Schmutzki,1,18735,400763
Cachorro Grande,1,160113,4381595
Çilekeş,0,60855,1081852
boom boom kid,1,36854,2127087
Wohnout,0,33989,2054897
wander wildner,0,24584,757469
Les Dales Hawerchuk,0,5393,65503
3OH!3,1,1621513,40512404
Distimia Agorafóbica,0,17445,306764
Moptop,0,117495,3364796
Kamikazee,0,67222,1329684
Allison,0,83157,1356649
Totální nasazení,0,6855,591293
1280 Almas,0,18478,342516
Endank Soekamti,0,12613,285340
Endank Soekamti,0,12613,285340
NTRL,0,4235,79519
Endank Soekamti,0,12613,285340
El Otro Yo,0,51798,1238720
Tehosekoitin,0,70626,2932521
Peligrosos Gorriones,0,6716,174983
Alkehol,0,10889,807526
Boys Like Girls,1,1403463,28526202
Margarita Siempre Viva,0,32009,879625
Cemiyette Pişiyorum,0,16379,853702
Štěpán Soukup,0,559,8682
Autoramas,1,55273,1046515
Tyrävyö,0,18186,266965
eXterio,0,5639,154996
Rebel'd Punk,0,2504,19647
Hassisen Kone,0,45160,1212162
INSITE,0,33105,1066072
Hot Chelle Rae,0,716130,7242964
Hedley,0,192757,4404373
Kaçak,0,4782,83255
Athena,1,236902,4023617
No Recomendable,0,2885,77508
Terrorgruppe,0,78420,2025207
Cielo Razzo,0,9082,332300
Hi! Spencer,1,11585,282640
Say Ocean,0,5639,143795
Superman Is Dead,0,18739,615522
Sparks,1,550400,14434003
Depresszió,0,13770,595346
Letter Day Story,0,1937,13728
Jaksi Taksi,0,5424,487793
Luxtorpeda,1,48481,4265233
Zvlášňý škola,0,1601,65139
Civilní Obrana,0,1906,47785
Vypsana Fixa,0,7705,506487
Pidżama Porno,1,236097,24496794
Sex Pistols,1,1602714,30272111
De Nalgas,0,6199,81013
Hillbilly Rawhide,0,7391,143929
Devil Presley,0,6404,230348
Infierno 18,0,4028,53973
Sonora de Llegar,1,7490,200784
Le Fly,0,11566,274590
Mimikry,0,26073,1105992
Iné Kafe,0,17159,1840112
Kino,1,268791,11143797
Bowling For Soup,1,1402140,25721812
Pickpocket,1,12538,235283
Coma,1,345770,37279092
Rumatera,0,4059,126794
Rybičky 48,0,9150,405366
Captaine Révolte,0,750,10320
Rybičky 48,0,9150,405366
Karamelo Santo,0,83195,559987
Vulgaires Machins,1,19108,617520
Drei Meter Feldweg,1,6130,146541
Dia Psalma,0,40579,1462327
El Bordo,0,14565,227821
Velhas Virgens,0,68945,2501644
TERREVIENTO,0,1967,22905
Pappo's Blues,0,48901,911480
Rogers,1,15379,412096
Señor Kino,0,37052,676368
Sektor Gaza,0,22826,479586
The Maine,1,910479,38487149
Mayday Parade,1,1071275,39767124
Patti Smith,1,1298550,24389568
Coma,1,345770,37279092
Tungas,1,4059,84047
Netral,0,9220,265247
ZSK,1,81950,2330372
Tilt,0,176579,2328185
Dritte Wahl,1,70942,2287186
Marcelo Nova,0,20503,199040
Comunidade Nin-jitsu,0,22160,504878
Liedfett,1,18140,529028
Tragedis,0,1981,50319
Simple Plan,1,2407591,61231029
The Jesus and Mary Chain,1,1247478,38589856
Odio a Botero,0,7068,187220
Graffiti 3X,0,894,8025
Muchy,0,126203,5778546
Cuchillazo,0,8663,185660
Chite,0,8730,135850
Farin Urlaub,0,194869,8847146
Casanovas schwule Seite,0,6385,207653
Luis Alberto Spinetta,0,174879,6345320
Milliarden,1,21604,436768
BRDigung,1,24991,632379
Maanam,0,191160,9239162
Rashit,0,31413,300644
Liedfett,1,18140,529028
Tolidos,0,13225,194430
Árbol,0,51807,836504
Jauría,0,5263,111316
Yelo Molo,0,3116,33124
Huora,0,20051,676302
División Minúscula,0,94758,2606749
Charly García,0,288411,16122131
Herra Ylppö,0,8312,156090
Los Ex,0,19043,258043
Green Day,1,5629552,329759305
Against The Current,0,243846,10867962
Sublime,1,2642986,88486192
Billy Talent,0,1659886,83544092
Sum 41,0,3037948,124483539
The Run Around,0,620,3319
Yellowcard,1,1971582,59317779
Loveless,0,200358,5531205
Cobra Starship,0,1481342,33259097
"nothing,nowhere.",1,337177,17407856
Stand Here Alone,0,5870,122117
Stand Here Alone,0,5870,122117
Cobra Starship,0,1481342,33259097
ssshhhiiittt!,1,119163,4193136
Québec Redneck Bluegrass Project,0,4562,191911
The Ting Tings,1,1680619,28783859
Chumbawamba,0,881552,9342907
Где Фантом?,1,67163,950583
Le Tigre,0,1415840,23928048
Metro Station,0,1107967,16149992
Neck Deep,1,480489,31006231
SUPERIOTS,0,1241,13794
En Svensk Tiger,0,7628,133061
Threesixty Skatepunk,0,1989,43110
Against Me!,0,756708,41082297
Spitfire,1,68738,1117881
Rebellion Rose,0,3888,48068
The Runaways,0,862846,9214875
Mörbyligan,0,6015,90371
Lebanon Hanover,1,519942,13288750
Fiersa Besari,0,25586,545307
Shit Present,0,22253,326730
Busted,1,476066,9463301
Green Day,1,5629552,329759305
Hoolahoop,0,2571,46023
Good Morning Everyone,0,3103,40744
Sputnik,0,19858,260746
Remember of Today,0,3686,33420
Orloge Simard,0,3033,114738
Herra Ylppö,0,8312,156090
The Black Ghosts,0,521710,5180472
Перемотка,0,107861,2176671
Dochi Sadega,0,1479,28721
Hidden Message,0,742,16728
Social Distortion,1,781233,19869047
Charta 77,1,22100,1019007
MOD SUN,0,254053,4760923
Fiersa Besari,0,25586,545307
LETTER FOR ME,0,239,2298
Gerap Gurita,0,642,13424
Closehead,0,2174,35212
Anarcute,0,1072,21230
Voodoo Glow Skulls,1,194612,2772109
The Jansen,0,9402,356266
Hjalle & Heavy,0,8273,161428
Desmod,0,14730,501828
František Sahula,0,1803,58129
Danko Jones,1,352367,10413004
Stand Here Alone,0,5870,122117
Imperiet,0,76297,2625191
Kilink,0,11710,652771
V-Osasto,0,705,4799
Hoolahoop,0,2571,46023
Delux,1,28452,362589
Starlit,0,10253,140775
No Future,0,7105,65187
Thåström,0,103545,5418834
Vesku Jokinen,0,8178,104524
Dos Minutos,0,3082,30023
Köttgrottorna,0,10524,224874
Buerak,0,131020,2834408
LØLØ,1,167937,2749904
Herr D.K.,0,2170,14843
Expulsados,0,8611,245203
Big D and the Kids Table,1,303795,6532973
Night to Remember,0,847,6733
Wszyscy Byliśmy Harcerzami,0,6198,111560
Over Distortion,0,370,5699
Horrorpops,0,164062,5656985
Me First and the Gimme Gimmes,1,524244,14760981
Drunk High Jinks,0,3847,59474
Glory of Love,0,1742,19899
Krymplings,0,6091,80949
Kazik,1,155312,8180643
Lil Tjay,0,824167,52520196
Lil Tjay,0,824167,52520196
Ben E. King,0,1484943,10194901
Paul Anka,0,1039475,8478977
Sleepy Hallow,0,788541,35562171
Sleepy Hallow,0,788541,35562171
Lil Tjay,0,824167,52520196
Flora Matos,0,263283,12749191
Boyz II Men,1,1119206,11250494
Boyz II Men,1,1119206,11250494
Banda Los Recoditos,1,110858,1296920
Joan Sebastian,0,249454,4315449
Banda Cuisillos,0,19232,192057
Valentín Elizalde,0,95888,1950149
The Righteous Brothers,1,928850,6312410
Lil Tjay,0,824167,52520196
Banda Autentica de Jerez,0,3689,18182
Chuy Lizarraga y Su Banda Tierra Sinaloense,0,28761,208320
El Coyote Y Su Banda Tierra Santa,0,53302,367337
Julio Preciado Y Su Banda Perla Del Pacifico,0,11782,80650
Fidel Rueda,0,71189,635150
"Sergio Vega ""El Shaka""",0,30813,391902
Fivio Foreign,0,495125,10754178
Edwin Luna y La Trakalosa de Monterrey,0,56847,879351
